X,Y,BUS_STOP_N,BUS_ROOF_N,LOC_DESC,lat,long
34851.09611,42966.07596,65491,B02,BLK 303D,1.331451765,103.9677971
17821.65845,35043.57255,28009,NIL,JURONG EAST TEMP INT,1.177446438,103.8966053
36099.23291,43404.53714,65481,UNK,BEF PUNGGOL DR,1.342739219,103.9717375
36053.32761,43341.69847,65489,UNK,AFT PUNGGOL DR,1.342324101,103.9711728
6313.799239,30953.92323,25641,B05,OPP ROCHE SPORE TECH,1.073373882,103.8598587
28330.30302,28871.7678,10039,B01,BEF HOSP DR,1.272483687,103.8411517
17939.84465,39606.68269,44181,B02,BLK 802B,1.178514032,103.937605
17923.10972,39592.79204,44189,B01,BLK 803,1.178362692,103.9374802
20111.47222,40227.54497,44909,UNK,BLK 184,1.198153232,103.9431843
29747.07895,44773.42853,59471,B01,BLK 437,1.285292049,103.9840343
29757.76768,44725.97277,59479,B10,OPP BLK 430B,1.285388739,103.9836079
29264.09161,44594.60614,59589,B02,BLK 505C,1.280924191,103.9824273
28080.83099,43735.70753,59721,B01A,BLK 816,1.270223669,103.9747092
28075.27473,43693.16244,59729,B02A,OPP BLK 816,1.270173441,103.9743269
29250.05296,44148.66905,59741,B05,OPP ORCHID COUNTRY CLUB,1.280797462,103.9784204
42324.24901,37146.7991,76441,B05A,OPP BLK 345,1.399038535,103.91551
29350.29118,28570.95154,3241,B01A,MAPLETREE ANSON,1.281708109,103.8384488
31021.15833,32871.5425,7351,B05,ARC 380,1.296818469,103.8770915
28018.40543,28720.59009,10499,NIL,KAMPONG BAHRU BUS TERMINAL,1.269662998,103.8397933
25076.30887,29404.25163,14219,B06,OPP BLK 114,1.243055681,103.8459361
25011.48811,28816.43142,14501,B02,OPP BLK 91A,1.242469484,103.8406544
25047.33922,28708.98392,14509,B01,BLK 92B,1.242793712,103.839689
20600.54747,45654.37962,46381,B09,OPP W'LANDS IND PK D ST 1,1.202573839,103.9919451
20576.22515,45675.48015,46389,B10,AFT W'LANDS IND PK D ST 1,1.202353866,103.9921346
21073.6839,47043.3111,46088,B05,BLK 25,1.206851943,104.004425
5018.870698,32324.3371,26289,B11,AFT TUAS STH ST 2,1.061662855,103.8721714
29214.4535,38698.714,54019,B02,BLK 307A,1.280477832,103.9294506
38530.976,32191.85989,93149,B01,SEASIDE RESIDENCES,1.364734684,103.8709853
32487.5635,38151.1897,63189,B08,AFT SERANGOON GDN WAY,1.310078831,103.9245319
30459.3788,30859.9167,1611,B01,AFT RAFFLES HOTEL,1.291738183,103.8590161
31611.2099,38450.8768,66271,B06,SERANGOON GDN CIRCUS,1.302153309,103.9272244
32362.0047,38568.056,66321,B02,OPP BLK 127,1.308943184,103.9282776
29227.1876,40073.7632,55201,B09,AFT BLK 648,1.280592499,103.9418059
29266.8482,40062.6501,55209,B10,OPP BLK 646,1.280951179,103.941706
27457.3972,39391.8292,56021,B21,OPP SEMBAWANG HILLS FC,1.264587413,103.9356778
27488.07707,39522.7702,56029,B22,BEF SEMBAWANG HILLS FC,1.264864824,103.9368544
27433.64718,38933.15895,56011,NIL,BEF ADANA @ THOMSON,1.264372787,103.9315565
20442.4208,33057.2896,17179,B16,CLEMENTI STN EXIT B,1.201148053,103.8787589
20395.9291,33029.2277,17171,B15,CLEMENTI STN EXIT A,1.200727603,103.8785068
21937.9824,32654.9746,19039,B08,DOVER STN EXIT B,1.21467345,103.8751443
21881.5703,32618.7773,19031,B07,DOVER STN EXIT A,1.214163284,103.874819
27626.3959,33552.196,40079,B08,BEF SWISS COTTAGE EST,1.266117326,103.8832069
24936.30069,46755.00033,47759,NIL,BLK 694C,1.241784121,104.0018367
29438.05591,44364.20993,59759,B08,THE SHAUGHNESSY,1.282497578,103.9803572
29392.1345,44349.54112,59751,B07,OPP THE SHAUGNESSY,1.28208229,103.9802254
29227.9796,44094.77038,59749,B06,ORCHID COUNTRY CLUB,1.280597867,103.9779361
6671.513716,30745.08006,25671,B01,BEF OFFSHORE MARINE CTR,1.076608947,103.8579824
6150.019303,34926.87892,25689,B28,AFT TUAS WEST AVE,1.071892192,103.8955546
6139.171362,34995.98823,25681,B27,BEF TUAS WEST AVE,1.071794074,103.8961755
21520.93626,45667.00757,45591,UNK,FUCHUN CC,1.210897478,103.992059
21463.99781,45645.62919,45599,UNK,OPP FUCHUN CC,1.21038256,103.9918669
23107.52103,42936.01515,48131,UNK,S'PORE ZOO,1.225247296,103.9675214
30965.59072,34394.67731,52049,B01,BLK 19,1.29631566,103.8907775
30770.30137,34460.05598,52059,B03,OPP BLK 65,1.294549519,103.891365
28902.18076,43991.30525,59731,B03,BLK 512A,1.277651518,103.9770063
28992.42356,43989.47797,59739,B04,OPP BLK 512A,1.278467641,103.9769899
29106.91231,44473.82848,59761,B03D,BLK 504C,1.279502784,103.981342
32659.61207,37068.43716,62141,,OPP BLK 1,1.311635114,103.9148029
20611.35884,38183.11699,42991,B13A,BEF HILLVIEW STN EXIT B,1.202674708,103.9248151
17444.6708,36669.15525,43453,B17,BEF PIE,1.174036723,103.9112111
17456.41832,36736.14788,43452,B15A,AFT BT BATOK WEST AVE 3,1.174142946,103.9118131
19437.56935,40917.80505,43991,B03A,OPP BLK 635A,1.192058442,103.9493861
5114.469844,30900.52084,25701,B02B,GLAXOSMITHKLINE,1.062527557,103.8593789
5070.340024,30892.00287,25709,B01B,EDGEN MURRAY,1.062128462,103.8593023
6011.830238,28787.97607,25781,B01B,OPP SLS,1.070643084,103.8403983
29179.88812,46215.52686,59621,B02B,Bet Blks 318A/318B,1.280161793,103.9969918
36810.5113,43086.38709,65391,UNK,BLK 672A,1.349171911,103.9688791
36820.67132,43056.64786,65399,UNK,BLK 670A,1.34926381,103.9686119
6288.781992,34342.78397,26101,B02,BASF STH EAST ASIA,1.073147217,103.8903067
6058.982971,34099.89731,26091,B04,ROTARY ENGRG,1.071069033,103.8881244
23547.6747,45476.6913,46981,B13,W'DLANDS STN STN EXIT 2,1.229226629,103.9903501
23422.83901,45534.90399,46989,B14,W'DLANDS STH STN EXIT 1,1.228097632,103.9908731
24936.02288,46774.606,47751,NIL,BLK 691D,1.241781597,104.0020128
30098.21849,45100.1306,59771,NIL,BLK 469B,1.288467444,103.9869701
12518.6653,36609.891,27401,B01,OPP BLK 821,1.129487669,103.9106775
23525.00666,30810.87016,18201,B01,MEDIA CAMPUS,1.229026153,103.8585748
28173.01971,45115.93996,58991,NIL,BLK 767,1.271056676,103.9871111
38203.58646,33461.02458,83279,B01,AFT CARMEN ST,1.361773684,103.8823896
31202.2898,39970.72811,54501,B10,OPP AMK IND PK 2,1.298454637,103.9408808
19425.99151,42781.8479,45059,B16,Opp Da Di Glass,1.191952975,103.9661346
19338.14241,42470.2546,45041,B13,Thong Huat Bros  Pte Ltd,1.191158634,103.9633349
19287.1843,42180.1627,45049,B14,Opp Yew Tee Ind Est Blk 1,1.19069791,103.9607284
19204.57911,42045.525,45031,B11,Yew Tee Ind Est,1.189950915,103.9595186
19215.9255,41977.4122,45039,B12,Opp Yew Tee Ind Est,1.190053556,103.9589066
18935.6018,41846.7735,45379,B02,Yew Mei Green Condo,1.187518464,103.9577327
18948.40001,41901.887,45371,B01,Opp Yew Mei Green Condo,1.187634184,103.9582279
19163.17151,41695.2963,45021,B09,Heavy Veh Pk,1.189576583,103.9563718
19196.3423,41701.3137,45029,B10,Opp Heavy Veh Pk,1.189876565,103.9564258
19243.75621,41296.4643,45011,B07,Aft Yew Tee Flyover,1.19030552,103.9527883
19325.32441,41100.8774,44061,B05,Bef Yew Tee Flyover,1.191043269,103.9510309
19349.3394,41129.4826,45019,B08,Bef Yew Tee Flyover,1.191260441,103.951288
19388.6018,43563.6642,45079,B20,Aft Mandai Rd,1.191614486,103.9731593
19355.742,43490.9682,45071,B19,Bef Mandai Rd,1.191317348,103.9725061
19396.7349,43187.848,45061,B17,Opp Mandai Est,1.191688209,103.9697825
19433.36971,43102.8023,45069,B18,Aft Mandai Est,1.192019559,103.9690184
19396.10981,42806.8576,45051,B15,Da Di Glass,1.191682725,103.9663593
18949.7491,41754.6847,45489,B01A,BEF CHOA CHU KANG LK,1.187646445,103.9569053
18017.79317,41620.13113,45461,B03A,BLK 540,1.179218229,103.955696
24133.54426,47744.91283,46479,B03,BLK  774,1.23452372,104.0107308
24030.4525,47738.2064,46471,B04,OPP BLK 773,1.233591403,104.0106704
19439.2726,45471.8832,49091,B03,OPP KRANJI WTR RECLAM PLT,1.192071804,103.9903047
19461.80909,45481.10907,49099,B02A,AFT KRANJI WTR RECLAIM PLT,1.192275611,103.9903876
30000.13636,45006.75839,59781,UNK,BEF BLK 469B,1.287580478,103.986131
30011.86094,44971.80221,59789,UNK,OPP BLK 469B,1.28768653,103.9858169
30118.85604,45067.11054,59779,NIL,OPP YISHUN ST 43,1.2886541,103.9866734
33371.83791,39978.28698,64099,B02,HOUGANG SEC SCH,1.318075227,103.9409496
33449.99599,39903.93892,64251,B03,HOUGANG SEC SCH,1.318782089,103.9402816
33217.16218,39785.82868,64089,B02,OPP HOUGANG 1,1.316676472,103.9392202
33203.4545,39771.8018,64081,B01,HOUGANG 1/OPP BLK 931A,1.31655251,103.9390942
5637.798137,28525.49265,25771,B01,AFT TUAS STH ST 7,1.067260468,103.83804
7793.459953,33385.98589,25821,B26,TUAS AMENITY CTR,1.08675516,103.8817104
11898.83362,35686.51419,27149,B07,JUYING PR SCH,1.123882337,103.9023809
6477.445399,30641.7097,25661,B02A,BEF TUAS BAY LK,1.074853866,103.8570536
6430.931553,30637.74094,25669,B01A,AFT TUAS BAY LK,1.074433211,103.8570179
4799.475955,30158.46493,25719,B01C,THE INDEX,1.059678907,103.8527117
4831.437685,30132.42988,25711,B02C,OPP THE INDEX,1.05996796,103.8524778
5060.732871,29212.40319,25741,B03,HALLIBURTON,1.062041669,103.8442116
17595.61361,39446.09142,30119,NIL,BLK 804B,1.175400984,103.936162
17940.22086,39388.47829,30111,NIL,BLK 804B,1.178517508,103.9356445
18075.46291,39324.40931,30129,NIL,OPP BLK 805D,1.17974061,103.9350688
18140.65637,39346.50206,30121,NIL,BLK 805D,1.180330188,103.9352674
17423.04371,39525.82799,30109,NIL,OPP BLK 485A,1.173840297,103.9368784
17464.79504,39537.8401,30101,NIL,BLK 485D,1.174217877,103.9369863
17911.82417,37282.3282,40301,B06,BLK 451A,1.178261333,103.9167206
17951.64405,37309.05118,40309,B05,OPP BLK 451A,1.178621443,103.9169608
16509.72471,32696.99214,21059,B18,AFT PENJURU RD,1.165582164,103.875521
16555.23314,32730.22387,21051,B17,BEF PENJURU RD,1.165993722,103.8758196
7499.923309,33734.2905,24701,NIL,TUAS CRES STN EXIT B,1.084100463,103.8848397
7486.747033,33674.28289,24709,NIL,TUAS CRES STN EXIT A,1.083981311,103.8843006
6487.739154,34681.47336,24711,B29,TUAS WEST RD STN EXIT B,1.074946459,103.8933498
6405.215451,34689.26536,24719,B30,TUAS WEST RD STN EXIT A,1.074200141,103.8934198
7040.793067,34946.28921,25539,B04,FUJIFILM,1.079948041,103.8957292
7059.677737,34947.45338,25531,B03,ST KINETICS,1.080118827,103.8957396
7351.154887,34671.88725,25541,B05,PEC,1.082754897,103.8932638
7328.374218,34674.50664,25549,B06,CAST LABORATORIES,1.082548876,103.8932873
7143.714212,34191.98747,25551,B01,GARMCO,1.080878957,103.888952
7141.967958,34212.30751,25559,B02,LEE WELDED MESH,1.080863161,103.8891345
6211.699155,33389.01091,25561,B10,INVISTA,1.072450254,103.8817373
6181.792363,33390.99529,25569,B09,OPP INVISTA,1.072179787,103.8817551
5915.796915,33091.46952,25579,B07,WEST STAR,1.069774256,103.8790639
5950.563237,33067.33948,25571,B08,OPP WEST STAR,1.070088674,103.8788471
7421.651848,34509.37127,25589,B04,CROWN EQUIPMENT,1.083392476,103.8918036
36515.25515,42669.40044,65381,NIL,PUNGGOL SEC SCH,1.346501934,103.9651321
36527.97525,42656.67337,65389,NIL,OPP PUNGGOL SEC SCH,1.346616976,103.9650177
5998.02301,32427.44141,25599,B04,WYETH PHARMACEUTICALS,1.070517965,103.8730979
5949.286659,32501.56459,25591,B03,OPP WYETH PHARMACEUTICALS,1.070077201,103.8737638
5881.537148,31517.49134,25601,B02,PFIZER GLOBAL,1.069464602,103.8649222
5860.740855,31550.22037,25609,B01,MERCK SHARP & DOHME,1.069276524,103.8652163
5703.19553,31102.32565,25611,B04,OPP WESTLINK TWO,1.067851777,103.8611921
5582.849266,30758.26739,25621,B06,STARDUST ENGRG,1.066763433,103.8581008
5527.591963,30285.2212,25631,B08,CONTAINER CONNECTIONS,1.066263736,103.8538506
17718.6515,37457.40335,40351,B08,BLK 461C,1.1765143,103.9182936
17732.83319,37498.09635,40359,B07,OPP BLK 461C,1.176642543,103.9186593
17502.12756,37705.56213,40311,B09,BLK 439C,1.174556065,103.9205233
17627.98597,39676.98581,44589,B03,OPP BLK 489A,1.17569367,103.9382366
17652.0631,39695.90356,44581,B04,BLK 489A,1.175911409,103.9384066
19229.4507,41473.2802,44999,B10A,BEF YEW TEE FLYOVER,1.190176077,103.954377
19050.774,41783.4465,45491,B01,BEF CHOA CHU KANG NTH 5,1.188560065,103.9571638
6055.276928,29391.71208,25791,B01A,BEF TUAS STH AVE 10,1.071035984,103.8458227
6881.693979,34969.326,25819,B02A,OPP BEYONICS TECHNOLOGY,1.078509199,103.8959361
6804.413825,34909.65649,25811,B01A,SIEM SENG HING,1.077810315,103.8954
27671.5709,32774.1919,40191,B01,AFT DRAYCOTT PK,1.266525999,103.8762163
27846.9987,32765.9736,40199,B02,AFT BALMORAL RD,1.268112507,103.8761425
5981.359096,31308.99701,25651,B01,NOVARTIS,1.070367377,103.863049
4737.082067,28621.29113,25761,B03,OPP REC S'PORE,1.059114694,103.8389007
17488.2527,37411.29046,40341,B07,BEF BLK 440A,1.174430667,103.9178793
17550.32407,37442.56428,40349,B08,BLK 461,1.17499201,103.9181603
17553.40912,37093.51555,40321,NIL,DULWICH COLLEGE,1.175020004,103.9150241
17582.14292,37010.17163,40329,B06,MILLENIAL INSITUTE,1.175279884,103.9142752
17785.58875,37747.52723,40369,B10,OPP BLK 438A,1.177119575,103.9209004
17712.72235,37707.52215,40361,B09,BLK 438A,1.176460609,103.920541
18040.1408,36800.27779,43339,UNK,BLK 148,1.17942191,103.9123894
18553.13812,39747.98876,44881,UNK,Blk816B,1.18406039,103.9388749
28898.35605,44838.04207,59289,B06,BLK 676 CP,1.277616489,103.9846145
28857.08097,44532.18312,59299,B04,BLK 671 CP,1.277243375,103.9818662
17713.05157,37280.60758,40339,B02,BLK 448B,1.176463704,103.9167051
17838.69887,39719.07056,44591,B02,BLK 490B,1.177599268,103.9386148
17867.27393,39712.08554,44599,B01,BET BLKS 801B/801C,1.177857693,103.9385521
28476.29458,43801.73325,59509,B02,OPP BLK 871,1.27380006,103.9753027
37234.51521,42758.69296,65371,B16,BLK 682A,1.353006605,103.9659348
37253.77692,42751.02002,65379,B15,BLK 661A,1.353180804,103.9658658
36963.71495,42380.35371,65411,B02,HORIZON PR SCH,1.350557774,103.962535
36770.69991,42079.80367,65429,B03,GREENDALE PR SCH,1.348812362,103.9598343
36971.69584,42360.05376,65419,B01,OPP HORIZON PR SCH,1.35062996,103.9623526
35599.82404,43504.02752,65461,B07,BLK 312 CP,1.338222705,103.9726312
35501.61051,43535.14258,65469,B08,BLK 310B,1.337334483,103.9729108
22377.80859,47189.96741,46309,B02,OPP PROGEN BLDG,1.218645858,104.0057435
27307.91462,47650.59052,58261,UNK,VISIONAIRE,1.26323154,104.0098852
27350.93596,47650.43178,58269,UNK,OPP VISIONAIRE,1.263620608,104.0098838
11422.14534,37453.26086,27071,NIL,NANYANG CRES HALLS,1.119570914,103.9182547
39129.88151,35457.7484,84209,B06,Bedok Resvr Stn Exit B,1.370150326,103.9003317
20095.87254,45585.33333,46029,B32,AFT WOODLANDS FIRE STN,1.198009786,103.9913244
35907.03552,43053.23495,65359,NIL,OPP PUNGGOL VIEW PR SCH,1.341001237,103.9685808
33377.7955,36025.6006,62069,B01,,1.318130395,103.9054327
31319.45811,32873.8027,60019,B02,Opp Singapore post,1.299516186,103.8771119
20032.31359,45664.19113,46021,B33,OPP WOODLANDS FIRE STN,1.197434942,103.9920329
31058.2771,32876.6207,7359,B06,OPP EMINENT PLAZA,1.297154157,103.8771372
31318.9718,32911.9183,60011,B01,Singapore Post,1.299511782,103.8774544
35950.50538,43075.36739,65351,NIL,PUNGGOL VIEW PR SCH,1.341394351,103.9687797
38526.49231,36807.5283,75259,B01,TROPICA CONDO,1.364693122,103.9124602
35094.86187,38244.95292,64211,B07,HEAVY VEH CP,1.333658254,103.9253753
33393.968,35982.3734,62061,B02,,1.318276665,103.9050443
39106.56241,35406.8,84201,B05,Bedok Resvr Stn Exit A,1.369939449,103.8998739
30193.91806,31314.85332,7569,B04,MIDLINK PLAZA,1.289337404,103.8631039
18432.65862,37788.48191,43471,B03,BLK 306,1.182971434,103.9212686
18423.85728,37496.43045,43469,B02,BEF BT BATOK WEST AVE 5,1.18289192,103.9186445
18447.41749,37474.65989,43461,B01,AFT BT BATOK WEST AVE 5,1.183104997,103.9184489
18413.43104,37739.07815,43479,B04,OPP BLK 305,1.182797561,103.9208247
27742.62185,47931.22245,58519,B02,,1.267162687,104.012407
27798.16963,47915.59288,58511,B01,,1.267665049,104.0122666
27898.75668,47742.98425,58529,B04,,1.268574826,104.0107157
27923.21757,47754.05434,58521,B03,,1.268796034,104.0108152
27881.42882,47446.7058,58531,B02,UNK,1.268418302,104.0080536
27755.31283,48254.82746,58069,B32,OPP THE ASHRAM,1.267277255,104.0153147
27477.61689,48044.19692,58059,B30,AFT SEMBAWANG CC,1.264766016,104.013422
27757.70443,48293.79655,58061,B31,AFT THE ASHRAM,1.267298859,104.0156649
27890.8749,47493.20212,58539,B01,UNK,1.2685037,104.0084714
20308.15265,38103.37615,43261,B04,OPP HILLVIEW HTS,1.199932643,103.9240985
22528.20552,29302.8453,16201,B15,BAROSSA GDNS,1.220011523,103.8450249
40333.87804,33876.19856,84101,B05,OPP BLK 49,1.381039193,103.8861206
40330.07481,33972.27484,84109,B06,BLK 50,1.381004778,103.8869839
35699.80507,33452.55937,82061,B21,Eunos Station,1.339130386,103.882313
29996.98271,32011.16661,7031,B01,TEKKA CTR,1.287556309,103.8693605
35969.78116,33665.2127,83101,B01,EUNOS STN,1.341571913,103.8842239
35838.26338,34763.37178,71091,B02,BLK 637,1.340382287,103.8940915
20322.70346,40076.62572,44731,NIL,OPP BLK 180,1.200063585,103.9418283
20356.03204,40062.74279,44739,NIL,BLK 180,1.200365002,103.9417036
20185.95683,39957.59141,44859,B08,MAYSPRINGS CONDO,1.198826941,103.9407587
40153.31876,39539.45985,77011,B15,OPP BLK 515,1.379404596,103.9370091
26663.83464,32046.3356,9149,B02,OPP BRITISH COUNCIL,1.257412486,103.8696761
48252.273,33400.21205,96431,B03,OPP CHANGI NAVAL BASE,1.452650366,103.881845
48282.49501,33386.92718,96439,B04,CHANGI NAVAL BASE,1.452923685,103.8817256
20656.05358,37662.01775,43829,B04,SYMPHONY HTS,1.203079065,103.9201329
20685.68706,37648.32296,43821,B03,OPP SYMPHONY HTS,1.203347063,103.9200099
20830.3483,37521.34766,43049,B08,OPP HUME PK CONDO,1.204655365,103.9188691
20953.84612,37138.93201,43029,B06,OPP THE HILLSIDE,1.205772341,103.915433
20930.95473,37052.32739,43021,B09,AFT OLD JURONG RD,1.205565343,103.9146549
36159.5101,34791.06754,72029,B02,OPP BLK 646,1.343287521,103.8943404
36809.72668,35407.72454,84709,B08,OPP BLK 150,1.349167699,103.8998816
36272.34581,35238.67305,72049,B04,OPP BLK 660A CP,1.344307862,103.8983625
36242.6055,35207.98232,72041,B03,BLK 660A CP,1.344038909,103.8980867
36526.41967,35296.37295,72039,B06,KAKI BUKIT STN EXIT A,1.3466056,103.898881
36515.91088,35266.51063,72031,B05,BEF KAKI BT STN EXIT B,1.34651057,103.8986126
36525.33456,34884.16638,72061,B03,BLK 122,1.346595884,103.8951771
36112.70303,34792.04255,72021,B01,BLK 646,1.342864214,103.8943492
36523.25352,34857.88779,72069,B04,BLK 121,1.34657707,103.8949409
29832.39158,31167.14025,4019,B01,OPP BENCOOLEN STN EXIT B,1.286067902,103.8617766
29795.1495,31168.276,8069,B07,BENCOOLEN STN EXIT B,1.285731097,103.8617868
41091.05259,37618.44631,76219,B08,BLK 230E,1.387885809,103.9197477
41429.07099,37607.149,76221,B09,OPP BLK 230,1.390942727,103.9196463
39457.6521,37753.70669,75329,B01,POI CHING PR SCH,1.373113892,103.9209626
41363.90959,37581.84331,76229,B10,BLK 229,1.390353439,103.9194189
41113.14559,37642.98232,76211,B07,BLK 449,1.388085602,103.9199682
23731.45631,34870.90628,42011,B35,SIXTH AVE CTR,1.230892613,103.8950551
23922.96058,34874.06037,42019,B20,OPP SIXTH AVE STN,1.23262451,103.8950835
23974.23657,34787.6917,41081,B21A,SIXTH AVE STN,1.23308825,103.8943075
34535.06587,41124.99237,67271,B02,BLK 201 CP,1.328594558,103.9512538
39949.75893,33015.0818,94039,B12,OPP THE SUMMIT,1.377565518,103.8783828
39976.99076,33037.02339,94031,B11,THE SUMMIT,1.377811789,103.8785799
20727.125,33295.683,17221,B02,BLK 377,1.203722782,103.8809009
31028.54915,43404.94048,68161,NIL,AFT SELETAR A'PACE LANE,1.296881882,103.9717386
31050.67991,43405.43227,68169,NIL,BEF SELETAR A'PACE LANE,1.297082024,103.971743
30172.1244,33695.9191,50229,B05,OPP BLK 104,1.289139968,103.8844988
30194.0257,33736.2472,50221,NIL,BEF BLK 104,1.289338028,103.8848611
32511.99,38366.79499,63199,B10,AFT PHILLIPS AVE,1.310299664,103.9264692
22161.81699,46113.558,46541,B02,MARSILING MALL,1.216693119,103.9960717
29339.1194,31194.93829,8031,B01,DHOBY GHAUT STN EXIT B,1.281606919,103.8620263
22076.3105,32048.6832,19079,B05,DOVER CT INT'L SCH,1.21592452,103.8696967
29914.81818,33202.06376,50089,B01,BLK 51/OPP PEK KIO MKT,1.286813068,103.8800612
29896.54825,33197.24732,50081,B02,PEK KIO MKT,1.286647842,103.8800179
35006.10431,42610.87531,65439,NIL,AFT TPE,1.332853774,103.9646055
35060.66051,42691.27021,65431,NIL,TWIN WATERFALLS,1.333347121,103.9653279
35206.23243,42785.70388,65339,NIL,BLK 268C,1.334663572,103.9661765
37292.26183,31692.70814,92199,B16,RAINTREE COVE,1.353532263,103.8664999
37409.40894,31742.81044,93181,B13,OPP CP C4,1.354591693,103.8669502
32862.9889,40462.40825,67071,B22,OPP ST VINCENT DE PAUL CH,1.313473193,103.9452995
28808.42213,32739.63004,40039,B08,OPP NEWTON FC,1.276807286,103.8759059
17736.33842,39986.36658,44561,B04,OPP BLK 295,1.176673464,103.9410164
35471.973,42655.776,65341,NIL,OPP BLK 272C,1.337066892,103.9650092
35488.92302,42676.86314,65349,NIL,BLK 272C,1.337220172,103.9651986
15119.08542,36694.24554,28411,B02,BLK 526,1.153004939,103.911436
32934.0831,36228.4473,62081,B06,OPP BARTLEY CHR CH,1.314117567,103.9072553
33006.6796,36215.4415,62089,B05,BARTLEY CHR CH,1.314774107,103.9071384
33912.90943,35746.66193,70309,B06,,1.322969845,103.9029264
33834.56723,35756.37764,70301,B05,,1.322261344,103.9030137
27954.36999,44479.426,59569,B29,KHATIB STN EXIT D,1.269079627,103.9813917
34488.7325,39434.064,64381,B06,HOUGANG STN EXIT C,1.328176219,103.9360599
29953.264,39057.781,54261,B15,AFT ANG MO KIO STN EXIT A,1.287159242,103.9326772
29708.13267,39263.60555,54399,B08,BEF ANG MO KIO STN EXIT B,1.28494229,103.9345265
26408.02488,47733.6367,58251,B06,SUN PLAZA/SEMBAWANG STN,1.255093239,104.0106308
28145.886,45809.2171,59159,B01,OPP YISHUN STN EXIT B,1.270810908,103.9933404
18152.04102,40725.70235,44539,B02,LOT 1 / CHOA CHU KANG STN,1.180432662,103.9476595
29074.0539,29608.5259,5013,B08,CHINATOWN STN EXIT C,1.27920988,103.8477718
40799.4124,39295.3693,77039,B12,BEF PASIR RIS STN,1.385247722,103.934816
41064.7797,39424.5557,77171,B04,AFT PASIR RIS STN EXIT A,1.387647554,103.935977
18708.02968,37096.1675,43419,B02,AFT BT BATOK STN/BLK 628,1.185461984,103.9150482
24576.2106,46818.2177,47591,B09,BEF ADMIRALTY STN/BLK 680,1.238527569,104.0024045
33008.5235,35214.9033,70059,B03,BLK 7,1.314791033,103.8981481
41817.8151,37649.0552,76231,B11,OPP BLK 390,1.394458371,103.920023
41835.6482,37624.9291,76239,B12,BLK 390,1.394619655,103.9198062
34737.7277,41825.8531,67419,B05,SENGKANG GENERAL HOSP,1.330427045,103.9575515
34785.91153,41845.37213,67411,B06,OPP SENGKANG GENERAL HOSP,1.330862792,103.9577269
37235.668,35581.8843,84489,B11,OPP BEDOK IND PK C,1.353019714,103.9014467
37118.109,35521.794,84481,B12,AFT BEDOK IND PK C,1.351956569,103.9009067
32701.7405,32158.5391,80211,B05,People's Association,1.312017162,103.8706851
32674.2204,32119.1322,80219,B06,National Stadium,1.311768286,103.870331
32696.5216,32479.0167,80111,B01,bef Geylang Rd,1.311969919,103.8735647
32749.0183,32483.2992,80119,B02,aft Geylang Rd,1.31244468,103.8736032
39332.73281,34866.25181,84229,B11,BLK 111,1.371984983,103.8950167
39198.34971,34958.95061,84521,B03,BLK 506,1.370769649,103.8958497
39308.10981,34887.85241,84221,B12,BLK 109,1.371762296,103.8952108
13260.5772,36378.8721,22349,B03,BLK 734A CP,1.136197316,103.9086019
22871.9637,31656.6662,18149,B05,ESSEC BUSINESS SCH,1.223120177,103.8661744
42708.58974,38540.26621,98021,B03,BLK 275,1.402513895,103.9280315
42436.55246,38222.30732,98019,B02,OPP BLK 149A,1.400053806,103.9251743
17094.79632,36013.8219,28281,B19,OPP BLK 227,1.170872739,103.9053229
34289.512,38490.1788,63059,B26,BLK 22,1.326374881,103.9275785
34214.2491,38471.0252,63051,B25,OPP BLK 370,1.325694238,103.9274064
43887.3334,39454.0061,97091,B03,BEF SELARANG WAY,1.413173662,103.9362427
44080.9218,38949.5401,97071,B13,AFT ST. JOHN'S CRES,1.414924601,103.9317097
41579.9682,37781.1792,76311,B01,BLK 460,1.392307327,103.9212101
41606.9708,37748.6933,76319,B02,OPP BLK 454,1.39255154,103.9209182
40079.47599,36698.07999,76061,B01,,1.378737771,103.9114772
34715.41356,42035.53816,67429,NIL,CHENG LIM STN EXIT A,1.330225148,103.9594356
20077.17599,40250.492,44251,B08,BT PANJANG STN/BLK 604,1.197843061,103.9433904
40798.572,39246.5374,77031,B11,BLK 528C/PASIR RIS STN,1.38524014,103.9343772
27960.9971,44496.3164,59561,B30,OPP KHATIB STN EXIT D,1.269139552,103.9815435
27455.74266,38732.88906,53099,B18,AFT ANG MO KIO AVE 1,1.264572678,103.929757
29243.1462,29805.5512,5022,B06,AFT CHINATOWN STN EXIT D,1.280739081,103.8495421
29212.415,33297.154,50021,B01,UNITED SQ/BEF NOVENA STN,1.280460766,103.8809155
26745.56733,27558.10968,14141,RWS8,HARBOURFRONT/VIVOCITY,1.2581519,103.8293481
26423.91831,27609.1828,14121,B03,AFT HARBOURFRONT STN,1.255243019,103.829807
28862.5698,29293.4136,5019,B09,AFT DUXTON PLAIN PK,1.277297307,103.8449404
33374.18651,33592.73149,81091,B05,SIMS URBAN OASIS,1.318098297,103.8835721
32529.5849,34657.8895,70101,B03,BEF JLN WANGI,1.31045981,103.8931429
31350.79614,32492.39256,7379,B02,APERIA/BEF KALLANG RD,1.299799654,103.8736847
35923.23992,32911.88891,82179,B04,AFTER RAMBUTAN RD,1.341151143,103.8774548
